,ArtistId,Artist,Listeners,Scrobbles,Tag1,Tag2,Tag3,Tag4,Tag5
426,be43f75f-a948-4831-a7ae-588d67e8587e,Cordas do Sol,1947,19465,cabo verde,cape verde,world,latin,african
427,bc85c6f6-6b06-44c1-8754-ef32c1e6b824,Corinne Bailey Rae,1212619,15944460,soul,female vocalists,jazz,singer-songwriter,pop
428,f07177a3-9cf4-4e75-9122-020bc56dc263,Cornelius,314172,5548927,electronic,japanese,shibuya-kei,electronica,alternative
429,e13c91c1-a6ce-4b4c-bd96-21938cec8906,Cosmic Quest,13287,45234,Hip-Hop,chillout,electronic,ambient,underground hip-hop
430,a0327dc2-dc76-44d5-aec6-47cd2dff1469,Counting Crows,1995485,36318111,rock,alternative,alternative rock,90s,seen live
431,55111838-f001-494a-a1b5-9d818db85810,Courtney Barnett,396341,11142502,seen live,singer-songwriter,folk,indie,australian
432,cc6fed9a-a14b-46e1-a5b0-97f740e66e6a,Covenant,247772,8961977,ebm,futurepop,industrial,synthpop,electronic
433,8f7bf43e-2a13-431a-a274-19e28965fe07,Craig Armstrong,504781,7058875,Soundtrack,instrumental,ambient,chillout,electronic
434,89e39f67-65cc-4f90-b145-b1b56c209f8a,Craig David,868980,10656856,rnb,pop,soul,british,male vocalists
435,8996b655-fbad-4018-b430-1bd8fab43235,Crazy Town,731287,6466498,rapcore,Nu Metal,alternative,rock,alternative rock
436,be212372-2e70-429a-bd5c-86239716edc4,Cream,1892622,25607824,classic rock,blues rock,rock,psychedelic,blues
437,f4b5b380-abbb-4790-a96d-a5317416908e,Creed,1410938,25527548,rock,alternative rock,hard rock,alternative,Grunge
438,44c48a1b-defd-4222-bee6-03f9ee9a7be9,Creedence Clearwater Revival,2428069,61683175,classic rock,rock,Southern Rock,60s,folk
439,,"Crosby, Stills, Nash ",0,0,folk rock,classic rock,rock,folk,american
440,bd276100-4bf8-44f9-86f8-7f7b3b353f7a,Crossfade,894010,12422668,alternative rock,rock,hard rock,post-grunge,alternative
441,9854d99f-d954-4c0f-9ae5-58a0cdd885f5,Crowded House,836327,12146968,rock,pop,80s,australian,New Zealand
442,b1570544-93ab-4b2b-8398-131735394202,Crystal Castles,1559921,104657205,electronic,8-bit,new rave,electro,seen live
443,8f4c7ad3-c95c-4d62-a554-3416fb5204f4,Crystal Waters,208592,1059654,dance,House,90s,female vocalists,pop
444,6633c2a5-2f74-4164-9d88-b8f458399adf,Cultura Profética,104077,2488178,reggae,roots reggae,puerto rico,cultura,latin
445,944655bc-16b1-48d2-b4ff-f73654612fcf,Current 93,212200,11190433,neofolk,apocalyptic folk,experimental,industrial,dark ambient
446,4dca4bb2-23ba-4103-97e6-5810311db33a,Curtis Mayfield,875603,10750381,soul,funk,70s,rhythm and blues,rnb
447,caaba574-dfbc-4681-8e56-19b5150897d2,Cut Copy,1174480,33936217,electronic,indie,australian,seen live,electro
448,6a9e461c-e3c5-4794-a203-98a15daea2df,CyHi The Prynce,39213,566139,rap,Hip-Hop,Dirty South,good music,CyHi Da Prynce
449,7bd9e20e-74b9-446a-a2ed-a223f82a36e7,Cyndi Lauper,1541310,17813842,80s,pop,female vocalists,new wave,rock
450,b3b9eb0c-d0b4-4570-b816-4e05e308b444,Cássia Eller,273679,7266100,mpb,rock,female vocalists,brasil,brazilian
451,847e8a0c-cc20-4213-9e16-975515c2a926,Céline Dion,1431289,28314063,pop,female vocalists,Canadian,90s,french
452,1e84ef87-440c-4857-ad46-2bfab071b5cb,D'Angelo,690292,11653793,soul,Neo-Soul,rnb,funk,Neo Soul
453,b5ff61dd-0154-4e80-b46b-c733f87db602,DIIV,410320,13816340,shoegaze,dream pop,Lo-Fi,psychedelic,seen live
454,,DJ Arafat,5856,32427,africa,world,Ivory Coast,coupe decale,african
